"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","530330030","5","2.7","ug/m3 LC","11","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/02/2020","AQS","530330030","5","4.2","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/03/2020","AQS","530330030","5","5.9","ug/m3 LC","25","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/04/2020","AQS","530330030","5","4","ug/m3 LC","17","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/05/2020","AQS","530330030","5","2.2","ug/m3 LC","9","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/06/2020","AQS","530330030","5","1.4","ug/m3 LC","6","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/07/2020","AQS","530330030","5","2.4","ug/m3 LC","10","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/08/2020","AQS","530330030","5","4.1","ug/m3 LC","17","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/09/2020","AQS","530330030","5","7.8","ug/m3 LC","33","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/10/2020","AQS","530330030","5","2.4","ug/m3 LC","10","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/11/2020","AQS","530330030","5","4.6","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/12/2020","AQS","530330030","5","2.2","ug/m3 LC","9","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/13/2020","AQS","530330030","5","5.6","ug/m3 LC","23","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/14/2020","AQS","530330030","5","3.9","ug/m3 LC","16","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/15/2020","AQS","530330030","5","0.9","ug/m3 LC","4","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/16/2020","AQS","530330030","5","4.2","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/17/2020","AQS","530330030","5","4.6","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/18/2020","AQS","530330030","5","1.5","ug/m3 LC","6","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/19/2020","AQS","530330030","5","5.8","ug/m3 LC","24","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/20/2020","AQS","530330030","5","9.1","ug/m3 LC","38","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/21/2020","AQS","530330030","5","4.7","ug/m3 LC","20","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/22/2020","AQS","530330030","5","3.2","ug/m3 LC","13","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/23/2020","AQS","530330030","5","3.5","ug/m3 LC","15","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/24/2020","AQS","530330030","5","3.5","ug/m3 LC","15","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/25/2020","AQS","530330030","5","4.2","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/26/2020","AQS","530330030","5","3","ug/m3 LC","13","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/27/2020","AQS","530330030","5","2.9","ug/m3 LC","12","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/28/2020","AQS","530330030","5","3.7","ug/m3 LC","15","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/29/2020","AQS","530330030","5","5","ug/m3 LC","21","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/30/2020","AQS","530330030","5","6.2","ug/m3 LC","26","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"01/31/2020","AQS","530330030","5","2.7","ug/m3 LC","11","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/01/2020","AQS","530330030","5","2.7","ug/m3 LC","11","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/02/2020","AQS","530330030","5","6.5","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/03/2020","AQS","530330030","5","4.8","ug/m3 LC","20","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/04/2020","AQS","530330030","5","6.1","ug/m3 LC","25","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/05/2020","AQS","530330030","5","3","ug/m3 LC","13","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/06/2020","AQS","530330030","5","4.6","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/07/2020","AQS","530330030","5","4.3","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/08/2020","AQS","530330030","5","3.2","ug/m3 LC","13","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/09/2020","AQS","530330030","5","6.5","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/10/2020","AQS","530330030","5","9.8","ug/m3 LC","41","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/11/2020","AQS","530330030","5","9.9","ug/m3 LC","41","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/12/2020","AQS","530330030","5","7.5","ug/m3 LC","31","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/13/2020","AQS","530330030","5","6.3","ug/m3 LC","26","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/14/2020","AQS","530330030","5","3.4","ug/m3 LC","14","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/15/2020","AQS","530330030","5","2.2","ug/m3 LC","9","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/16/2020","AQS","530330030","5","4","ug/m3 LC","17","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/17/2020","AQS","530330030","5","5.1","ug/m3 LC","21","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/18/2020","AQS","530330030","5","4.5","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/19/2020","AQS","530330030","5","7.3","ug/m3 LC","30","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/20/2020","AQS","530330030","5","11.2","ug/m3 LC","47","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/21/2020","AQS","530330030","5","9.4","ug/m3 LC","39","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/22/2020","AQS","530330030","5","5.6","ug/m3 LC","23","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/23/2020","AQS","530330030","5","5.2","ug/m3 LC","22","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/24/2020","AQS","530330030","5","6.2","ug/m3 LC","26","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/25/2020","AQS","530330030","5","9.1","ug/m3 LC","38","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/26/2020","AQS","530330030","5","7.4","ug/m3 LC","31","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/27/2020","AQS","530330030","5","7.7","ug/m3 LC","32","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/28/2020","AQS","530330030","5","7.6","ug/m3 LC","32","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"02/29/2020","AQS","530330030","5","4.5","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/01/2020","AQS","530330030","5","6.9","ug/m3 LC","29","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/02/2020","AQS","530330030","5","4.3","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/03/2020","AQS","530330030","5","1.2","ug/m3 LC","5","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/04/2020","AQS","530330030","5","6.4","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/05/2020","AQS","530330030","5","6.4","ug/m3 LC","27","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/06/2020","AQS","530330030","5","5.1","ug/m3 LC","21","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/07/2020","AQS","530330030","5","5.7","ug/m3 LC","24","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/08/2020","AQS","530330030","5","4.8","ug/m3 LC","20","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/09/2020","AQS","530330030","5","7.6","ug/m3 LC","32","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/10/2020","AQS","530330030","5","4.2","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/11/2020","AQS","530330030","5","4.4","ug/m3 LC","18","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/12/2020","AQS","530330030","5","7.1","ug/m3 LC","30","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/13/2020","AQS","530330030","5","4.7","ug/m3 LC","20","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/14/2020","AQS","530330030","5","4.6","ug/m3 LC","19","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/15/2020","AQS","530330030","5","2.5","ug/m3 LC","10","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/16/2020","AQS","530330030","5","5.9","ug/m3 LC","25","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/17/2020","AQS","530330030","5","11.8","ug/m3 LC","49","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/18/2020","AQS","530330030","5","14.4","ug/m3 LC","56","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/19/2020","AQS","530330030","5","17.4","ug/m3 LC","62","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
"03/20/2020","AQS","530330030","5","13.2","ug/m3 LC","53","Seattle-10th & Weller","1","100.0000","88101","PM2.5 - Local Conditions","42660","Seattle-Tacoma-Bellevue, WA","53","Washington","033","King","47.597222","-122.319722"
